"","Reo","IFC Drawing","data:Steel Supplier","data:Other Steel Supplier","data:Reo Manufacture date DD/MM/YY","Cage dimensions","Fittings marked","Formwork","Formwork ready to commence","data:Panel type","data:Other Panel type","data:Panel difficulty","data:Location","data:Other Location","data:Quantity","data:Panel Weight (t)","data:Volume (m3)","data:Manufacture date DD/MM/YY","Formwork dimensions","data:Panel thickness","data:Thickness projection","data:Panel width","data:Width projection","data:Panel height","data:Height projection","Square","Silicone Bed","Edge Form/ Fillets","Position of reinforcement","Lifting devices securely/in place","Fittings locations V2","data:Top Lifters type","data:Other Top Lifters type","data:Edge/Face Lifters type","data:Other Edge/Face Lifters type","Lifting devices securely/in place V3","data:Top Lifters type","data:Other Top Lifters type","data:Edge/Face Lifters type","data:Other Edge/Face Lifters type","Ready to pour","data:Notes/Changes","Pre Pouring","Take a picture or attach copy of concrete doc","data:Concrete Supplier","data:Other Concrete Supplier","data:Concrete schedule docket #","data:Pouring date DD/MM/YY","data:Concrete Requisition (m3)","Correct mix being used","data:28 Mpa required","data:Other Mpa required","data:Type of concrete","data:Other Type of concrete","data:Concrete strength tested","Post Production","Post Production ready to commence - Lifting Mpa","data:Date panel stripped","data:Location (Rack #)","data:Other Location","Fitments removed (GT Caps, fillets, Ferrule caps)","Correct dimensions","Bulges, Dents and airholes within tolerances","Cracks within tolerances","Marking","Panel conform to specifications/ tolerances","data:Patching/fixing required","Concrete Test results (28 days result)","Storage","Inserts/Rebates removed","Filling points/lifters exposed","data:Location (Rack #)","data:Other Location (Rack #)","data:Status"
"A-4B41","pass","pass","","","24/02/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","6.9","1","0.66","0.26","24/02/23","pass","200","pass","4240","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech","Different lifters approved "," None","","pass","","pass","pass"," Hy-Tec","","45280","27/02/23","6.5","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B42","pass","pass","","","24/02/23","pass","pass","pass","pass"," Balustrade","","","pass","6.8 U","1","0.66","0.27","24/02/23","pass","200","pass","4276","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech","Different lifters"," None","","pass","","pass","pass"," Hy-Tec","","45280","27/02/23","6.5","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","wip","not started","pass","","","Delivered"
"A-4B43","pass","pass","","","02/03/23","pass","pass","pass","pass"," Balustrade","","","pass","6.1u","1","2.05","0.82","02/03/23","pass","200","pass","4647","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45491","03/03/23","6.2","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B44","pass","pass","","","24/02/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","6.8","1","2.31","0.92","24/02/23","pass","200","pass","5917","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech","Different lifters approved "," None","","pass","","pass","pass"," Hy-Tec","","45280","27/02/23","6.5","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B45","pass","pass","","","24/02/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","6.7 u","1","0.96","0.38","24/02/23","pass","200","pass","6243","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech","","","","pass","","pass","pass"," Hy-Tec","","45308","27/02/23","6.3","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B46","pass","pass","","","24/02/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","5.3u","1","0.13","0.05","24/02/23","pass","200","pass","813","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45308","27/02/23","6.3","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B47","pass","pass","","","25/02/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","5.3","1","0.18","0.07","25/02/23","pass","200","pass","1167","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45308","27/02/23","6.3","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B50","pass","pass","","","01/03/2023","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","3.1","1","0.66","0.26","01/03/2023","pass","200","pass","4535","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45388","01/03/23","6.4","pass","40",""," 50/20/200","","Yes","pass","pass","02/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Gate","Delivered"
"A-L4P02","pass","pass","","","7/03/23","pass","pass","pass","pass","Wall","","2.2.1","pass","3.5","1","6.17","2.45","7/03/23","pass","200","pass","5200","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45642","07/03/23","6.2","pass","50",""," 50/20/200","","Yes","pass","pass","08/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L4P03","pass","pass","","","7/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","3.4","1","3.7","1.54","7/03/23`","pass","200","pass","2900","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","","","pass","","pass","pass"," Hy-Tec","","45652","07/03/23","6.7","pass","50",""," 50/20/200","","Yes","pass","pass","08/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L4P04","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","1.2.1","pass","3.1","1","7.29","2.9","08/03/23","pass","200","pass","5200","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45755","08/03/23","4.5","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","Lifted before PP","pass","pass","pass","pass","8","","Delivered"
"A-L4P05","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","2.2.1","pass","4.4","1","4.31","1.72","08/03/23","pass","200","pass","4850","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45720","08/03/23","6","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L4P07","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","1.2.1","pass","3.4","1","6.68","2.7","08/03/23","pass","200","pass","4850","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45733","08/03/23","5.2","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L4P09","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","4.2","1","3.87","1.55","08/03/23","pass","200","pass","2900","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45714","08/03/23","6.5","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","Patching required top and botom corners ","pass","pass","pass","pass","7","","Delivered"
"A-L4P10","pass","pass","","","7/03/23","pass","pass","pass","pass","Wall","","2.2.1","pass","3.1","1","6.08","2.43","7/03/23","pass","200","pass","5200","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","","","pass","","pass","pass"," Hy-Tec","","45652","07/03/23","6.7","pass","50",""," 50/20/200","","Yes","pass","pass","07/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","Pitching required ","pass","pass","pass","pass","7","","Delivered"
"A-L4P11","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","1.2.1","pass","3.3","1","3.86","1.54","08/03/23","pass","200","pass","2900","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45720","08/03/23","6","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L4P12","pass","pass","","","7/03/23","pass","pass","pass","pass","Wall","","","pass","1.2","1","7.21","2.88","7/03/23","pass","200","pass","5200","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45686","07/03/23","5.7","pass","50",""," 50/20/200","","Yes","pass","pass","08/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L4P20","pass","pass","","","7/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","6.9","1","6.36","2.65","7/03/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45652","07/03/23","45652","pass","50",""," 50/20/200","","Yes","pass","pass","08/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-L4P22","pass","pass","","","7/03/23","pass","pass","pass","pass","","","1.1.1","pass","6.8","1","6.32","2.63","7/03/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45662","07/03/23","6.7","pass","50",""," 50/20/200","","Yes","pass","pass","08/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-L4P23","pass","pass","","","7/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","6.7","1","6.4","2.67","7/03/23","pass","200","pass","5000","pass","2730","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45662","07/03/23","6.7","pass","50",""," 50/20/200","","Yes","pass","pass","08/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-L4P24","wip","wip","","","","wip","wip","wip","wip","","","","wip","","","","","","wip","","","","","","","wip","wip","wip","wip","wip","wip","wip","wip","wip","wip","wip","","","","","wip","","wip","wip","","","","","","wip","","","","","","wip","wip","","wip","wip","wip","wip","wip","wip","wip","wip","","wip","wip","wip","wip","","",""
"A-L4P24","wip","wip","","","","wip","wip","wip","wip","","","","wip","","","","","","wip","","","","","","","wip","wip","wip","wip","wip","wip","wip","wip","wip","wip","wip","","","","","wip","","wip","wip","","","","","","wip","","","","","","wip","wip","","wip","wip","wip","wip","wip","wip","wip","wip","","wip","wip","wip","wip","","",""
"A-L4P25","pass","pass","","","7/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","6.5","1","6.4","2.67","7/03/23","pass","200","pass","5000","pass","2730","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45669","07/03/23","6.7","pass","50",""," 50/20/200","","Yes","pass","pass","08/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","1","","Delivered"
"A-L4P26","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","2.2","1","7.63","3.18","08/03/23","pass","200","pass","6000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45724","08/03/23","5.9","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L4P27","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","1.1","1","6.34","2.64","08/03/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45743","08/03/23","4.3","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L4P28","pass","pass","","","9/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","1.2","1","6.63","2.65","9/03/23","pass","200","pass","5000","pass","2680","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45780","09/03/23","6.3","pass","50",""," 50/20/200","","Yes","pass","pass","10/03/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L4P37","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","2.4","1","4.16","1.67","08/03/23","pass","200","pass","3145","pass","2730","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45728","08/03/23","6.6","pass","50",""," 50/20/200","","Yes","pass","pass","10/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L4P42","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","2.5","1","5.5","2.2","08/03/23","pass","200","pass","4105","pass","2680","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45728","08/03/23","6.6","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L4P43","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","3.5","1","5.98","2.39","08/03/23","pass","200","pass","4325","pass","3100","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45733","08/03/23","5.2","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","8","","Delivered"
"A-L4P45","wip","wip","","","","wip","wip","wip","wip","","","","wip","","","","","","wip","","","","","","","wip","wip","wip","wip","wip","wip","wip","wip","wip","wip","wip","","","","","wip","","wip","wip","","","","","","wip","","","","","","wip","wip","","wip","wip","wip","wip","wip","wip","wip","wip","","wip","wip","wip","wip","","",""
"A-L4P45","wip","wip","","","","wip","wip","wip","wip","","","","wip","","","","","","wip","","","","","","","wip","wip","wip","wip","wip","wip","wip","wip","wip","wip","wip","","","","","wip","","wip","wip","","","","","","wip","","","","","","wip","wip","","wip","wip","wip","wip","wip","wip","wip","wip","","wip","wip","wip","wip","","",""
"A-L4P48","pass","pass","","","9/03/23","pass","pass","pass","pass","Wall","","","pass","4.3","1","6.62","2.65","9/03/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45792","09/03/23","6.8","pass","50",""," Other","65/10/200","Yes","pass","pass","10/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L4P49","pass","pass"," Other","","08/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","4.3","1","6.61","2.64","08/03/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","","","pass","","pass","pass"," Hy-Tec","","45720","08/03/23","6","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L4P52","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","2.3","1","6.62","2.65","08/03/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45724","08/03/23","5.9","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L4P54","pass","pass","","","7/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","3.6","1","8.97","3.59","7/03/23","pass","200","pass","6625","pass","3100","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45642","07/03/23","6.2","pass","50",""," 50/20/200","","Yes","pass","pass","08/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","Lifter!","pass","pass","pass","pass","10","","Delivered"
"A-L4P55","pass","pass","","","08/03/23","pass","pass","pass","pass","Wall","","1.1.1","pass","2.6","1","6.6","2.64","08/03/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","45728","08/03/23","6.6","pass","50",""," 50/20/200","","Yes","pass","pass","09/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
